signal_date,entry_date,exit_date,expiry,strategy,regime,lot_size,lots,qty,risk_cash,gross_pnl,costs,net_pnl,capital_return,theoretical_max_profit,theoretical_max_loss,window,predicted_risk_return,prediction_edge,train_regime_best_risk_return
2025-09-18,2025-09-19,2025-09-26,2025-10-07,BULL_CALL_SPREAD,BULL_LOW_VOL,75,1,75,3851.2499999999995,-3708.749999999999,128.68115907499987,-3837.431159074999,-0.03837431159074999,3648.7500000000005,-3851.2499999999995,5,60.10593227621255,50.825304176226375,-0.04974074350393658
2025-09-29,2025-09-30,2025-10-08,2025-10-14,BULL_PUT_SPREAD,BULL_LOW_VOL,75,1,75,5040.0,2118.750000000001,119.35368642499998,1999.396313575001,0.01999396313575001,2460.0,-5040.0,5,30.153332489059036,5.985305533059172,0.029377923609154727
2025-10-09,2025-10-10,2025-10-17,2025-10-28,BULL_CALL_SPREAD,RANGE_LOW_VOL,75,1,75,3750.0,1901.2500000000018,194.39308047500003,1706.8569195250018,0.017068569195250016,3750.0,-3750.0,5,8.302432500268582,8.195558218017919,-0.4846527034619392
2025-10-20,2025-10-21,2025-10-29,2025-11-04,BULL_PUT_SPREAD,BULL_LOW_VOL,75,1,75,4739.999999999999,1061.2500000000016,133.00958712500005,928.2404128750015,0.009282404128750015,2760.000000000001,-4739.999999999999,5,2.462066183652981,0.4522094315081304,0.029377923609154727
2025-10-30,2025-10-31,2025-11-10,2025-11-18,BULL_PUT_SPREAD,BULL_LOW_VOL,75,1,75,4027.499999999999,-1694.9999999999975,181.57498729999998,-1876.5749872999975,-0.018765749872999976,3472.500000000001,-4027.499999999999,5,0.8848249244547048,0.6839048154926896,0.029377923609154727
2025-11-11,2025-11-12,2025-11-19,2025-12-02,BULL_CALL_SPREAD,BULL_LOW_VOL,75,1,75,3821.249999999999,345.0000000000017,182.80907179999997,162.19092820000174,0.0016219092820000175,3678.750000000001,-3821.249999999999,5,0.18003722981424117,0.17822550384992136,-0.04974074350393658
2025-11-20,2025-11-21,2025-11-28,2025-12-09,BULL_PUT_SPREAD,BULL_LOW_VOL,75,1,75,4702.499999999999,656.250000000001,144.23544867500004,512.014551325001,0.00512014551325001,2797.500000000001,-4702.499999999999,5,1335.7668348397942,107.38438097393373,0.029377923609154727
2025-12-01,2025-12-02,2025-12-09,2025-12-16,IRON_BUTTERFLY,BULL_LOW_VOL,75,1,75,2418.7499999999977,-397.50000000000193,296.5443091000001,-694.044309100002,-0.00694044309100002,12581.250000000002,-2418.7499999999977,5,10.072546086678624,9.149336383081941,-0.264622767317073
2025-12-10,2025-12-11,2025-12-18,2025-12-30,IRON_BUTTERFLY,BULL_LOW_VOL,75,1,75,2246.2500000000014,536.2500000000005,294.422692975,241.82730702500044,0.0024182730702500045,12753.749999999998,-2246.2500000000014,5,1.7819354934957132,1.602959954492986,-0.264622767317073
2025-12-19,2025-12-22,2025-12-30,2026-01-06,BULL_PUT_SPREAD,BULL_LOW_VOL,65,1,65,4127.5,-2262.000000000001,144.6808985900002,-2406.680898590001,-0.02406680898590001,2372.5,-4127.5,5,1883.3591790741443,232.89458770053034,0.029377923609154727
2026-01-01,2026-01-02,2026-01-09,2026-01-20,BULL_PUT_SPREAD,BULL_LOW_VOL,65,1,65,3526.25,-3471.000000000006,220.60760633000018,-3691.607606330006,-0.03691607606330006,2973.75,-3526.25,6,142.1598828826642,27.2214168537253,-0.03404695273475962
2026-01-13,2026-01-14,2026-01-22,2026-02-03,BULL_PUT_SPREAD,BULL_LOW_VOL,65,1,65,3890.2499999999995,-1771.2499999999982,190.12135644499995,-1961.3713564449981,-0.01961371356444998,2609.7500000000005,-3890.2499999999995,6,224.08788001738907,42.748943507165905,-0.03404695273475962
2026-01-23,2026-01-27,2026-02-03,2026-02-10,IRON_BUTTERFLY,BEAR_LOW_VOL,65,1,65,1566.4999999999977,-838.4999999999967,362.6775797199999,-1201.1775797199966,-0.012011775797199966,11433.500000000002,-1566.4999999999977,6,244.19593554345983,161.71636891974134,-0.23248833354477683
2026-02-05,2026-02-06,2026-02-13,2026-02-24,BULL_CALL_SPREAD,BEAR_LOW_VOL,65,1,65,3038.75,-1436.4999999999995,138.05985727999996,-1574.5598572799995,-0.015745598572799994,3461.25,-3038.75,6,9.293729186240927,9.141118158832798,-0.08329908940569217
2026-02-16,2026-02-17,2026-02-24,2026-03-10,BULL_PUT_SPREAD,RANGE_LOW_VOL,65,1,65,4121.0,-1521.0000000000005,181.1881652300001,-1702.1881652300005,-0.017021881652300005,2378.9999999999995,-4121.0,6,25.381819147484602,5.02000037493865,-0.0038804704200324455
2026-02-27,2026-03-02,2026-03-10,2026-03-17,BULL_PUT_SPREAD,BEAR_LOW_VOL,65,1,65,3652.999999999999,-2668.250000000001,248.1197809549999,-2916.369780955001,-0.02916369780955001,2847.000000000001,-3652.999999999999,6,0.8115805948611421,0.8795468137343839,-0.04066722373851064
2026-03-11,2026-03-12,2026-03-19,2026-03-30,IRON_BUTTERFLY,BEAR_HIGH_VOL,65,1,65,1072.5,773.5000000000023,440.00323149999997,333.4967685000023,0.003334967685000023,11927.5,-1072.5,6,2059.99909523626,702.3662265488799,
2026-03-23,2026-03-24,2026-04-02,2026-04-07,IRON_BUTTERFLY,BEAR_LOW_VOL,65,1,65,1231.7499999999993,-6.500000000005173,394.69125270999996,-401.19125271000513,-0.004011912527100051,11768.25,-1231.7499999999993,6,1716.6257594245571,227.68830664456664,-0.23248833354477683
2026-04-06,2026-04-07,2026-04-15,2026-04-21,IRON_BUTTERFLY,BEAR_HIGH_VOL,65,1,65,3454.7499999999986,-2830.7499999999973,470.5766198649999,-3301.326619864997,-0.03301326619864997,9545.250000000002,-3454.7499999999986,6,2398.3035734208283,424.21926824883576,
2026-04-16,2026-04-17,2026-04-24,2026-05-05,IRON_BUTTERFLY,BEAR_HIGH_VOL,65,1,65,1410.4999999999993,-142.99999999999557,377.8666152699999,-520.8666152699955,-0.005208666152699955,11589.5,-1410.4999999999993,6,1968.6996914012132,326.4679909636168,
2026-04-27,2026-04-28,2026-05-06,2026-05-12,IRON_BUTTERFLY,BEAR_HIGH_VOL,65,1,65,1277.2500000000023,-29.25000000000111,341.270943235,-370.52094323500114,-0.0037052094323500114,11722.749999999998,-1277.2500000000023,6,558.244224744916,179.4797228755947,
2026-05-07,2026-05-08,2026-05-15,2026-05-26,IRON_BUTTERFLY,BEAR_LOW_VOL,65,1,65,1225.2499999999995,-191.75000000000296,379.007310865,-570.757310865003,-0.00570757310865003,11774.75,-1225.2499999999995,6,159.0620084229761,102.38175303126695,-0.23248833354477683
2026-05-18,2026-05-19,2026-05-26,2026-06-02,IRON_BUTTERFLY,BEAR_LOW_VOL,65,1,65,1507.9999999999975,-3.250000000000739,331.14203015499993,-334.39203015500067,-0.0033439203015500065,11492.000000000002,-1507.9999999999975,6,451.1291704564527,139.30859989238553,-0.23248833354477683
2026-05-27,2026-05-29,2026-06-05,2026-06-16,BULL_CALL_SPREAD,BEAR_LOW_VOL,65,1,65,3269.500000000001,-1712.7499999999995,153.17465652500005,-1865.9246565249996,-0.018659246565249997,3230.499999999999,-3269.500000000001,6,10.617010522464774,3.5591984660439895,-0.08329908940569217
2026-06-08,2026-06-09,2026-06-16,2026-06-23,IRON_BUTTERFLY,BEAR_LOW_VOL,65,1,65,1699.7500000000023,-1228.5000000000023,343.76578161999987,-1572.2657816200021,-0.015722657816200022,11300.249999999998,-1699.7500000000023,6,41.621947005272986,28.88749309321622,-0.23248833354477683
2026-06-17,2026-06-18,2026-06-25,2026-07-07,BULL_CALL_SPREAD,BEAR_LOW_VOL,65,1,65,3496.999999999999,-1059.5000000000007,148.63060409000013,-1208.1306040900008,-0.012081306040900007,3003.000000000001,-3496.999999999999,6,8.157861811805699,8.214652226698256,-0.08329908940569217
2026-06-29,2026-06-30,2026-07-07,2026-07-14,BULL_CALL_SPREAD,BULL_LOW_VOL,65,1,65,3457.999999999999,2564.2500000000027,218.60135994499979,2345.648640055003,0.02345648640055003,3042.000000000001,-3457.999999999999,6,15.268408373901622,15.277014490522472,-0.08098421957287245
2026-07-08,2026-07-09,2026-07-16,2026-07-28,IRON_BUTTERFLY,BULL_LOW_VOL,65,1,65,1761.5000000000034,48.74999999999815,312.808036165,-264.0580361650018,-0.002640580361650018,11238.499999999996,-1761.5000000000034,6,85.82774296958017,64.9890800921848,-0.22648793729209366
2026-07-17,2026-07-20,2026-07-27,2026-08-04,IRON_BUTTERFLY,BULL_LOW_VOL,65,1,65,1696.4999999999995,500.49999999999926,294.02055310000003,206.47944689999923,0.0020647944689999925,11303.5,-1696.4999999999995,6,80.86247511475258,61.80160352449353,-0.22648793729209366
2026-07-28,2026-07-29,2026-08-05,2026-08-18,BULL_PUT_SPREAD,RANGE_LOW_VOL,65,1,65,3838.249999999999,1309.7500000000005,141.95236284499993,1167.7976371550005,0.011677976371550006,2661.750000000001,-3838.249999999999,6,103.44395781571609,31.792157309220542,-0.0038804704200324455
2026-08-06,2026-08-07,2026-08-14,2026-08-25,BULL_CALL_SPREAD,BULL_LOW_VOL,65,1,65,3288.9999999999995,-1660.7499999999989,136.09766841500004,-1796.847668414999,-0.01796847668414999,3211.0000000000005,-3288.9999999999995,6,24.873664547378702,10.591803854807926,-0.08098421957287245
2026-08-17,2026-08-18,2026-08-25,2026-09-01,BULL_PUT_SPREAD,BULL_LOW_VOL,65,1,65,3630.2499999999995,1225.2500000000005,128.38510680500008,1096.8648931950004,0.010968648931950004,2869.7500000000005,-3630.2499999999995,6,3.4079187235065906,1.3599377949833151,-0.03404695273475962
2026-08-26,2026-08-27,2026-09-03,2026-09-15,BULL_PUT_SPREAD,BULL_LOW_VOL,65,1,65,3431.999999999999,-1641.2499999999982,178.46696733499994,-1819.7169673349981,-0.018197169673349983,3068.000000000001,-3431.999999999999,6,78.4636086098164,15.182932700761611,-0.03404695273475962
2026-09-04,2026-09-07,2026-09-15,2026-09-22,IRON_BUTTERFLY,RANGE_LOW_VOL,65,1,65,2076.750000000001,-1325.9999999999948,323.22945022,-1649.2294502199948,-0.016492294502199946,10923.249999999998,-2076.750000000001,6,148.13089139593393,93.48639975436978,-0.2111994276995292
